Entity,Score
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::16,1.1
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::14,0.772
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::13,0.772
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::7,0.6060240963855421
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::6,0.6060240963855421
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::5,0.6060240963855421
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::4,0.6060240963855421
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::3,0.6060240963855421
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::22,0.6060240963855421
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::19,0.6060240963855421
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::12,0.6060240963855421
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::11,0.6060240963855421
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_34\code\wrong\wrong_shunting_yard.py::10,0.6060240963855421
