Entity,Score
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::9,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::8,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::7,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::6,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::5,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::4,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::3,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::23,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::20,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::19,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::18,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::17,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::15,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::14,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::13,0.6
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_30\code\wrong\wrong_rpn_eval.py::11,0.6
