Entity,Score
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_7\code\wrong\wrong_find_in_sorted.py::9,0.9292682926829268
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_7\code\wrong\wrong_find_in_sorted.py::7,0.8083333333333332
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_7\code\wrong\wrong_find_in_sorted.py::8,0.6483870967741935
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_7\code\wrong\wrong_find_in_sorted.py::6,0.5927536231884057
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_7\code\wrong\wrong_find_in_sorted.py::5,0.5927536231884057
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_7\code\wrong\wrong_find_in_sorted.py::3,0.5927536231884057
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_7\code\wrong\wrong_find_in_sorted.py::2,0.5927536231884057
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_7\code\wrong\wrong_find_in_sorted.py::13,0.5927536231884057
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_7\code\wrong\wrong_find_in_sorted.py::4,0.1
D:\Master\MASTER_PROJECT\Data_QuixBugs\question_7\code\wrong\wrong_find_in_sorted.py::11,0.1
